customer_id,customer_name,customer_type,industry_code,credit_limit,payment_terms,customer_since,status,billing_address,shipping_address,contact_email,contact_phone,account_manager,created_at,updated_at,_loaded_at
291,Goodwin Ltd,SME,RETAIL,203422.63942012013,COD,2023-05-05,ACTIVE,"11 Wade Gardens
Mariamouth, QLD, 2900","Apt. 079 16 Walker Point
Beckerview, NT, 2871",berrycharles@example.net,+61759786216,William Schmidt,2024-04-16 23:41:34.262974,2025-09-04 07:42:27.032227,2025-09-20 05:35:58.531335
292,Martin-Allen,Enterprise,AUTO,330299.0472363182,Prepaid,2025-07-04,ACTIVE,"28 Robert Deviation
St. John, NSW, 2621","Flat 91 36 Smith Tarn
Langmouth, NT, 2960",randy61@example.com,07.8443.0534,Alan Vaughn,2023-08-04 11:29:57.659462,2025-08-28 13:18:13.730726,2025-09-20 08:10:55.023608
293,"Rivera, Campos and Taylor",SME,AUTO,181866.06381815436,Net 30,2023-11-20,ACTIVE,"626/12 Johnson Fire Track
St. Philiptown, ACT, 2609","Flat 56 7 Timothy Quadrangle
South Brian, ACT, 2081",carlsonnathan@example.org,(08) 5508 2382,Garrett Coleman,2025-04-22 17:48:58.406840,2025-03-27 21:21:24.635210,2025-09-19 19:54:42.949080
294,"Mcgee, Reed and Davis",Individual,RETAIL,178672.34838857688,Prepaid,2024-11-21,ACTIVE,"6 Andrew Esplanade
Stephaniechester, WA, 2245","4 Donald Walkway
Evansburgh, VIC, 5249",lewismary@example.com,0488 161 371,Mark Ryan,2023-04-20 09:04:20.079104,2025-06-06 08:23:46.394306,2025-09-20 12:16:11.736899
295,"Mack, Friedman and Sanders",Enterprise,AUTO,141833.97784100322,Net 30,2022-12-12,ACTIVE,"Suite 267 123 Harrington Way
New Wayneland, SA, 2630","0 Heather Street
Rebeccaville, NSW, 2659",lucassteele@example.org,0458.807.327,Cody Winters,2025-01-24 13:03:27.330376,2025-06-05 23:00:14.837961,2025-09-20 04:37:48.923495
296,Bowers-Hayes,SME,TECH,62429.68194837126,Prepaid,2022-10-22,ACTIVE,"Unit 64 02 Kristen Esplanade
South Jonathanfort, TAS, 2977","Level 0 118 Angela Roadway
New Ryanstad, TAS, 2512",brownwendy@example.net,46355428,Karen Warren,2023-02-28 01:29:54.631312,2025-01-22 14:51:58.781804,2025-09-19 19:43:25.476964
297,Reynolds-Frazier,SME,AUTO,219048.8329655249,Net 30,2024-05-18,ACTIVE,"Suite 991 549 Kaitlyn Rue
Jamesland, QLD, 2933","905 Riggs Subway
Lucasview, NT, 2679",thomasanthony@example.com,(08)-8638-7203,Tasha Sandoval,2024-08-23 23:36:38.639502,2025-04-09 09:46:48.133166,2025-09-20 07:36:42.089830
298,"Phillips, Wright and Jones",Individual,F&B,84279.61745345422,COD,2022-12-22,ACTIVE,"Unit 10 2 Webb Strip
Lake Alfredberg, NSW, 2909","3 Howard Strip
Oliviahaven, SA, 2983",nathaniel00@example.com,03-8322-7049,Angela Thomas,2024-11-07 16:11:19.946156,2025-04-25 17:46:15.019751,2025-09-19 23:27:00.327092
299,"Moore, Price and Ward",Individual,HEALTH,336498.60132627405,Net 30,2023-11-10,ACTIVE,"173/816 Gina Byway
St. Jeremyberg, NT, 2598","Unit 48 5 Jill Alleyway
St. Thomas, NT, 2479",joshua56@example.com,(03) 2740 2655,Dennis Gonzalez,2025-06-02 05:48:43.061186,2024-10-12 17:45:13.279285,2025-09-20 08:12:45.355051
300,Ward-Nelson,SME,AUTO,286895.34922355926,Net 15,2025-07-19,ACTIVE,"Flat 57 767 Kendra Interchange
St. Tony, WA, 2925","25 Stacy Ground
Jameschester, WA, 0892",blakesolomon@example.net,0459-245-802,Melanie Cervantes,2022-12-26 13:48:50.301603,2025-09-14 22:11:43.013139,2025-09-20 10:39:50.319357
301,Hawkins-Hunt,Enterprise,HEALTH,178483.19940538722,Prepaid,2023-04-13,ACTIVE,"Unit 04 50 Lisa Crossway
West Kimberlyfurt, QLD, 9789","Unit 72 87 Lawrence Estate
Michelleland, NT, 8672",fkemp@example.com,0310818548,Cameron Holloway,2023-01-01 03:43:13.856645,2025-06-08 22:13:28.425593,2025-09-20 01:44:56.093300
302,"Davis, George and Nguyen",SME,HEALTH,97858.85029574815,COD,2022-12-27,ACTIVE,"4 Gilmore Crossing
Wesleymouth, VIC, 2230","Level 7 6 Brett Anchorage
Grayburgh, VIC, 0865",lmoore@example.org,5143 8827,Andres Lang,2022-11-07 14:33:52.139566,2025-06-13 23:37:41.474717,2025-09-20 09:15:07.424800
303,Maxwell-Hardy,Enterprise,AUTO,142244.63429366576,Prepaid,2023-08-05,ACTIVE,"3 Russell Terrace
Sheltonport, NSW, 4236","Flat 57 180 Andrew Approach
Christown, WA, 2591",danielflores@example.net,0849099447,Christopher Boyer,2025-03-23 09:58:17.238351,2025-08-23 23:35:09.722360,2025-09-20 04:03:17.799744
304,Armstrong and Sons,SME,MFG,352553.79965282726,Net 30,2025-09-12,ACTIVE,"382 Thompson Block
Craigbury, SA, 2980","Unit 37 265 Rice Chase
Christinebury, TAS, 2940",lynnhoffman@example.net,8132.4062,Michele Johnson,2025-08-16 18:10:42.186254,2025-08-11 10:03:50.973838,2025-09-20 15:40:48.037541
305,Turner-Snyder,Individual,MFG,258630.95818945844,Prepaid,2023-03-24,ACTIVE,"Suite 201 882 Flynn Crossroad
South Ginaland, VIC, 8163","31 Anthony Circus
Williamstad, VIC, 2613",floresstephen@example.org,4613.3547,Angela Franklin,2023-04-04 02:36:57.681413,2024-11-08 04:46:39.531955,2025-09-20 02:18:30.579078
306,Evans-Patton,SME,MFG,144265.0444439288,Prepaid,2024-01-09,ACTIVE,"891 Mooney Underpass
Burkemouth, SA, 2920","00 Valerie Thoroughfare
Hillborough, NSW, 2615",dawnfletcher@example.net,03.7025.5563,Audrey Gordon,2024-10-11 06:34:42.537038,2025-05-20 03:08:59.323009,2025-09-19 21:22:01.824710
307,"Weber, Wheeler and Gonzalez",Individual,MFG,224109.00484859955,Net 15,2025-07-20,ACTIVE,"Suite 000 21 Hale Chase
St. Robinmouth, NSW, 2603","30 Sherry Tor
Lewisborough, QLD, 7701",levyelizabeth@example.org,(02)-4157-7180,Jacqueline Martinez,2024-06-01 13:44:15.319462,2025-03-19 15:33:22.465563,2025-09-20 09:11:49.524318
308,Cook-Oliver,SME,RETAIL,105028.13962261834,Net 30,2023-08-19,ACTIVE,"Apt. 895 237 Allison Bypass
East Cindyport, TAS, 2756","4 Robert Brow
West Stacy, SA, 1061",powersjay@example.net,+61.7.9223.9665,Amy Wiley,2023-09-13 20:20:49.389524,2025-05-05 03:37:05.323600,2025-09-20 01:08:00.510775
309,Jordan-Colon,SME,TECH,41492.57183448541,COD,2023-09-16,ACTIVE,"6 Morgan Circus
St. Ronald, NSW, 2697","496/02 Wyatt Footway
Lake Amy, ACT, 2871",april93@example.org,07 1419 0827,Erica Beck,2025-01-26 09:31:26.122163,2025-08-17 19:34:15.874244,2025-09-20 01:34:58.555477
310,Flores-Valentine,Individual,F&B,232516.25321174855,COD,2024-07-02,ACTIVE,"8 Brady Mews
Lake Richard, NT, 2996","450 Patricia Viaduct
East Jasmine, TAS, 0860",deborahvance@example.com,(07) 7456 5992,Christopher Martin,2024-12-19 01:08:18.836078,2025-07-30 06:10:17.068044,2025-09-20 09:42:52.427763
311,Novak-Carter,Enterprise,F&B,313340.82983883104,Prepaid,2023-08-30,ACTIVE,"557 Stephen Dell
Burgesston, NT, 2623","93/4 Barajas Rosebowl
Butlermouth, SA, 3562",robert79@example.com,(02)76337364,Amy Jones,2024-01-09 04:55:48.997777,2025-02-04 05:47:05.322578,2025-09-20 12:10:10.233510
312,"Casey, Nguyen and Ramirez",Enterprise,RETAIL,62837.35146383842,Net 15,2024-03-11,ACTIVE,"Flat 44 62 Coleman Trunkway
North Kenneth, NSW, 2376","042/464 Paul Flat
Shermanfort, TAS, 2718",ihughes@example.com,07.3712.1463,Susan Bryant,2023-04-22 11:06:10.343953,2025-03-05 19:41:45.355445,2025-09-20 06:43:07.774001
313,"Gonzalez, Osborn and White",SME,AUTO,83872.30352574843,Prepaid,2023-10-25,ACTIVE,"Suite 152 83 Carolyn Range
Clarkchester, SA, 2910","1/488 Patrick Key
East Ashleymouth, TAS, 2920",mariahramirez@example.com,7009-5830,Erin Hinton,2023-01-01 00:46:53.564592,2025-05-16 12:17:14.843743,2025-09-19 22:49:01.205251
314,"Murray, Erickson and Gonzales",Individual,F&B,22836.707346741252,Net 15,2022-10-19,ACTIVE,"689/98 Mcintosh Driveway
Arnoldbury, ACT, 2048","78 Jefferson Green
New Josephport, NSW, 2934",eric89@example.net,(03) 8632 3102,John Williams,2025-02-05 21:51:05.895414,2025-07-13 23:37:01.663037,2025-09-19 22:51:26.134283
315,Chambers-Taylor,Individual,AUTO,86194.56817564987,Net 30,2024-10-18,ACTIVE,"Unit 63 1 Ray Cruiseway
East Donna, NT, 2910","Suite 670 8 Holly Bend
Lake Loribury, WA, 3626",clayscott@example.com,+61 7 5747 4493,Leah Sanchez,2022-09-30 07:23:06.578376,2024-10-03 06:00:25.162485,2025-09-20 12:23:17.781813
316,Espinoza Group,SME,F&B,66924.0899972807,COD,2023-06-23,ACTIVE,"Unit 41 406 Beth Bypass
Jacksonhaven, NT, 2871","Apt. 424 698 Kenneth Alley
Daughertyside, NSW, 2610",samuel58@example.com,+61 8 7352 1608,Luis Davis,2025-01-10 01:44:49.246754,2025-07-30 21:01:08.696167,2025-09-20 13:19:21.400329
317,Aguilar-Ferguson,SME,TECH,206899.1024336259,Net 15,2025-09-09,ACTIVE,"817 Pearson Place
Ericahaven, SA, 5749","Flat 43 59 Moore Elbow
Myersville, ACT, 2944",zdunn@example.com,0702897409,Cynthia Pruitt,2023-05-02 03:36:29.279554,2024-10-07 16:20:03.384061,2025-09-19 23:34:16.653696
318,Stephens-Gibbs,Enterprise,TECH,190941.32725173354,Net 30,2025-04-30,ACTIVE,"22 Tracy Circuit
Amychester, TAS, 0258","Flat 50 760 Gwendolyn Part
Katherineville, ACT, 1778",christopher92@example.com,03.4964.7935,Lindsay Johnson,2023-06-30 15:39:53.145604,2025-01-15 20:07:40.955131,2025-09-20 02:33:59.789195
319,"Wheeler, Rocha and Rodriguez",Individual,AUTO,345739.8215190524,COD,2025-05-28,ACTIVE,"617 Crystal Tarn
Richardbury, NSW, 0231","4 Cox Nook
Port Samanthafort, ACT, 2606",shaneallen@example.com,0762154262,Eric Scott,2024-08-16 15:09:55.240483,2024-12-15 03:09:44.421720,2025-09-20 04:47:34.077311
320,Holland Inc,SME,HEALTH,188930.4784612758,COD,2024-09-17,ACTIVE,"572/6 Robert Gate
Robinsonside, NSW, 2493","1 Lauren Crossway
New Brenda, NSW, 2730",melaniejensen@example.net,+61-8-1889-2670,Kathryn Key,2024-06-08 13:50:19.907567,2025-07-01 17:44:06.756202,2025-09-20 07:45:45.592803
321,"Ross, Goodwin and Sheppard",SME,HEALTH,205736.09339549026,Net 30,2024-08-26,ACTIVE,"Suite 013 0 Jones Point
Jacobburgh, NSW, 2983","27 Julie Row
Nicholsborough, VIC, 2904",christopher52@example.org,3619.1667,Emily Ortiz,2023-03-02 14:00:09.979368,2025-07-13 10:33:19.959294,2025-09-20 16:12:38.320835
322,Walker-Burgess,Enterprise,MFG,337913.8564203641,COD,2022-10-01,ACTIVE,"Flat 31 98 Adams Basin
New Hannahton, QLD, 2912","059 Morton Terrace
Burtonfurt, ACT, 2422",nhester@example.com,0321775941,Gregory Perez,2025-02-11 17:59:07.052396,2025-06-10 17:11:23.271212,2025-09-19 23:32:18.889672
323,Griffin Group,Enterprise,TECH,100856.58155516771,Prepaid,2024-10-12,ACTIVE,"858/563 Eric Formation
West Dustin, TAS, 2951","Suite 083 10 Eduardo Pocket
East Melissaburgh, ACT, 2993",millersteven@example.net,(07)-7720-4533,Kimberly Allen,2025-09-15 09:17:25.389338,2025-04-26 04:01:43.651068,2025-09-20 09:22:14.788419
324,"Mason, Cooper and Johnson",Individual,RETAIL,85352.6074743155,Net 30,2024-10-03,ACTIVE,"Flat 92 81 Collier Mew
East Lori, NT, 2666","559 Dyer Row
Lake Davidmouth, VIC, 2366",oallen@example.org,+61.8.9791.6276,Ana Moore,2024-07-30 22:02:21.588255,2025-04-10 21:31:18.837276,2025-09-19 23:22:34.142442
325,Wilson Ltd,Individual,RETAIL,325405.8514640252,Net 30,2023-12-19,ACTIVE,"8 Hall Roadway
Michaelville, QLD, 9453","863/02 Sanchez Lane
Lopezberg, ACT, 0822",justin77@example.com,07 3960 6300,Darren Butler,2025-07-04 11:50:18.784802,2025-02-25 09:05:07.652714,2025-09-20 03:49:44.464698
326,Mueller-Boyd,SME,RETAIL,242881.32037721208,Prepaid,2023-08-27,ACTIVE,"30/3 Patricia Pathway
Boydmouth, ACT, 6645","080/94 Cheyenne Ridgeway
Weissside, WA, 2583",sean63@example.net,+61.3.3389.1787,Thomas Kennedy,2025-06-30 21:53:48.386159,2024-12-10 03:38:04.960470,2025-09-20 11:36:27.377716
327,"Horton, Flores and Evans",Enterprise,AUTO,336175.23771804885,Net 15,2023-01-04,ACTIVE,"4 Anna Viaduct
East Steven, QLD, 2951","006 Morris Frontage
Victoriabury, QLD, 2004",ehopkins@example.org,07.6392.1187,Dr. Heather Hubbard,2025-01-21 04:13:50.527737,2025-08-20 01:17:43.003448,2025-09-19 21:31:34.439941
328,Wong-Byrd,Individual,F&B,142638.30945523607,Net 30,2023-01-24,ACTIVE,"Flat 13 973 Chavez Place
East Timothy, QLD, 2920","560 Clay Lees
Annettebury, WA, 2979",carlosherrera@example.org,0416-269-877,Teresa Guerrero,2022-10-30 22:25:16.687683,2025-06-22 06:05:23.211256,2025-09-20 03:08:57.771846
329,Black PLC,SME,HEALTH,291365.32444228855,Net 30,2025-09-02,ACTIVE,"Suite 224 983 Robert Expressway
South Ryan, SA, 1181","Level 7 0 Adkins Expressway
New Terryberg, WA, 8902",ktucker@example.com,0710597344,George Trujillo,2024-10-20 01:28:02.793756,2024-12-19 09:53:51.167389,2025-09-20 06:00:21.548419
330,Hall-Sullivan,Individual,HEALTH,180105.00357712252,Net 15,2024-05-25,ACTIVE,"Level 2 84 Elizabeth Strand
West Heatherbury, TAS, 1947","Level 5 300 Morse Block
Lake Ruthmouth, SA, 2913",goldenelizabeth@example.net,+61-7-0094-7947,Laura Jones,2024-03-17 16:26:00.060736,2025-04-07 12:20:32.605588,2025-09-20 13:10:47.435874
331,Foster-Mclaughlin,Individual,RETAIL,346247.9801358782,COD,2024-08-21,ACTIVE,"Flat 18 15 Fritz Alleyway
Dakotafort, TAS, 2669","Suite 740 28 Walter Access
Martinmouth, QLD, 2650",tkim@example.com,+61.492.936.166,Mr. Nicholas Lee,2025-04-02 21:22:50.249043,2024-10-02 03:49:58.477244,2025-09-20 04:27:55.903395
332,Price-Bush,Individual,TECH,354296.1006639601,Prepaid,2024-01-25,ACTIVE,"05 Rivas Copse
Maryland, ACT, 3261","5 Luis Key
East Jacobburgh, SA, 2901",stephanierivera@example.net,02 8792 9686,Tara Nelson,2023-09-15 08:40:06.606479,2025-04-05 13:33:35.083095,2025-09-19 21:12:18.247096
333,Ray PLC,Enterprise,AUTO,204451.58397027504,COD,2024-12-22,ACTIVE,"3 Reyes Round
Howardshire, NT, 2123","5/513 Natalie Service Way
Christophertown, TAS, 2441",ortegamaureen@example.com,0877639663,Mark Welch,2025-07-01 06:31:12.572554,2025-03-18 04:06:50.975399,2025-09-20 10:25:59.902156
334,Wilson-Lambert,Individual,AUTO,124552.53116844513,Prepaid,2023-09-12,ACTIVE,"69/6 Kimberly Ring
Jesusside, VIC, 2494","0 Green Beach
Jessicastad, NSW, 2956",richard21@example.com,(03)73600755,Todd Hunter,2023-10-22 12:20:36.897751,2025-03-04 13:40:25.776983,2025-09-20 16:58:22.742616
335,Harper-Carr,Enterprise,TECH,82324.52482397681,COD,2025-08-13,ACTIVE,"8 Chelsea Anchorage
New David, NT, 2920","769 Kristen Laneway
Shanehaven, WA, 0830",joserussell@example.org,4084 1383,Joshua Bell,2025-01-29 11:45:56.597841,2024-10-19 10:43:48.635572,2025-09-20 05:56:04.106317
336,Williamson-Cervantes,Enterprise,RETAIL,302137.2788301442,Net 30,2023-10-06,ACTIVE,"Suite 834 33 Craig Reach
South Jonathan, WA, 2971","Suite 390 05 Gonzalez Bend
Millerport, NSW, 2677",xmathews@example.org,0490 117 528,John Johnson,2023-09-18 06:29:56.122318,2025-08-06 00:26:32.740182,2025-09-20 03:56:43.157413
337,"Lawrence, Powers and Edwards",SME,F&B,157676.99299938124,COD,2023-08-11,ACTIVE,"Level 0 6 Cain Crossroad
Johnside, NT, 2989","Flat 25 1 Patricia Line
Mollychester, SA, 2676",jesse21@example.com,+61-420-790-779,Heather Simmons,2023-02-19 13:12:23.331607,2025-04-17 07:33:02.464078,2025-09-20 13:14:33.127673
338,Steele-Dixon,Individual,RETAIL,385834.12745249027,Prepaid,2023-01-26,ACTIVE,"074/509 Martin Vista
Chelseafort, ACT, 2699","459 Watson Mew
Lake Anthonyside, TAS, 2546",rhodesjesus@example.net,+61.488.618.256,Susan Downs,2024-10-16 09:39:44.235273,2025-08-24 01:07:11.774449,2025-09-20 10:18:43.528926
339,Henderson-Tucker,Enterprise,TECH,74585.77355022336,COD,2023-02-18,ACTIVE,"Level 5 591 Sullivan Bend
Stephenside, QLD, 1099","7 Rich Wynd
South Theresa, ACT, 2623",courtneyshaw@example.com,6640.2802,Anthony Cain,2024-06-12 08:10:00.153139,2025-09-13 10:19:03.898543,2025-09-20 04:43:20.337425
340,Peters Group,Enterprise,TECH,144743.1203361441,COD,2025-06-23,ACTIVE,"Suite 887 449 Estrada Quay
Jordanshire, SA, 2900","Suite 333 8 Dale Ring
Smithberg, TAS, 2092",schmidtmariah@example.com,0402-224-466,Tony Mitchell,2023-07-29 04:56:24.413255,2025-06-14 00:05:53.320170,2025-09-20 06:04:39.748471
341,Harvey-Glenn,Individual,MFG,219764.83657983734,Net 15,2023-04-13,ACTIVE,"06 Christopher Firetrail
Odonnellland, ACT, 2678","00 Sanchez Rest
Hickmanchester, SA, 2900",gedwards@example.net,6517.5866,Amanda Smith,2023-12-20 22:24:01.145867,2025-08-12 03:16:59.638588,2025-09-20 15:25:37.982706
342,Ochoa PLC,SME,RETAIL,393347.4834972467,Net 15,2024-03-04,ACTIVE,"Flat 56 56 Luna Access
Chasehaven, VIC, 2016","02 Edwards Turn
Farleyborough, VIC, 3053",samuel60@example.org,+61-3-6570-4388,Michael Bailey,2025-05-27 10:30:57.912519,2025-02-02 18:29:19.404050,2025-09-20 04:02:57.654046
343,"Vasquez, Mckinney and Wallace",SME,HEALTH,24462.976120369094,Net 15,2024-03-15,ACTIVE,"Level 9 2 Justin Distributor
Cherylchester, TAS, 2045","0 James Bend
Johnsonshire, NT, 2927",xsmith@example.net,03.9238.4099,Kendra Villarreal,2025-04-06 15:37:52.811230,2025-05-09 05:59:51.151930,2025-09-20 11:28:30.649301
344,Carter LLC,SME,HEALTH,8611.41105181808,COD,2024-05-31,ACTIVE,"69/754 Derek Track
Rachelside, VIC, 2378","7 Garcia Thoroughfare
Taylortown, VIC, 2666",ashley96@example.com,26917649,Marcus Benjamin,2024-10-31 09:25:57.258442,2025-09-08 18:16:46.004231,2025-09-20 11:40:14.374954
345,Cunningham-Barton,Individual,AUTO,266235.06023091247,COD,2023-08-02,ACTIVE,"1/02 Brown Subway
Lake Monica, WA, 2602","1 Stephens Rise
Smithfurt, VIC, 3812",rodriguezphyllis@example.net,0457-742-735,Alexandra Owens,2022-11-29 00:59:03.824255,2024-10-29 21:00:59.936172,2025-09-20 05:59:19.560928
346,"Wilson, Hampton and Morrow",SME,TECH,249705.918732126,Prepaid,2024-04-01,ACTIVE,"Flat 63 4 Katherine Lower
Port Jameshaven, TAS, 2680","25 Amy Follow
Morristown, VIC, 4179",mike22@example.com,0484.070.547,Sarah Cruz,2023-07-27 01:33:44.768484,2025-06-04 03:42:18.812199,2025-09-20 09:08:33.692247
347,Wolf Group,Enterprise,HEALTH,239497.91863182778,COD,2025-03-09,ACTIVE,"278 Burke Byway
North Katherine, TAS, 2637","4 Elizabeth Rotary
Holdermouth, ACT, 2671",christian24@example.com,02 9264 6529,Stephen Jacobs,2023-09-25 12:21:35.197417,2025-06-12 08:45:08.618599,2025-09-20 14:54:43.974847
348,Fitzgerald Ltd,Individual,F&B,337612.1757636313,Net 15,2025-09-08,ACTIVE,"70/656 Brett Dale
Lewisport, SA, 2679","3 Hansen Alley
Nicoleview, SA, 8789",matthew95@example.net,+61-8-9471-8916,Joseph Sanchez,2024-04-02 03:11:06.359094,2025-07-11 12:53:42.582559,2025-09-20 03:31:27.972239
349,Cole LLC,Individual,RETAIL,38467.72898375016,Net 30,2023-08-12,ACTIVE,"33/812 Jeffrey Outlook
Daviston, WA, 2681","Unit 34 58 Hardin Part
Port Brian, NSW, 2671",yhoffman@example.org,+61-2-7310-0179,Erin Brown,2023-11-04 22:32:12.515251,2024-11-30 04:01:01.638590,2025-09-20 07:39:05.654603
350,Rowe and Sons,Individual,RETAIL,258995.514664349,Net 30,2022-12-24,ACTIVE,"Level 5 76 Emma Copse
Sanchezfurt, WA, 4508","64/599 Reid Gardens
North Amanda, ACT, 2677",danny83@example.org,+61866002200,Vincent Garcia,2025-03-18 02:12:47.379664,2025-02-08 10:05:24.459164,2025-09-20 14:13:11.907041
351,"Bell, Page and Chen",Individual,MFG,14652.064824150173,Net 30,2024-12-06,ACTIVE,"Level 7 94 Santos Front
Devonstad, QLD, 2617","Unit 71 688 Johnson Bypass
Kristinmouth, WA, 4137",shepardhector@example.com,+61-436-423-822,Eric Farmer,2025-05-01 07:38:15.236113,2024-11-24 18:50:04.333623,2025-09-20 12:21:37.889620
352,Li Inc,Individual,HEALTH,249616.84794888194,Prepaid,2023-02-19,ACTIVE,"767 Grant Freeway
New Monicatown, WA, 0275","21 Barnett Line
New Timothy, SA, 2733",millerdenise@example.net,0752209412,Jason Guzman,2024-09-17 03:51:47.733581,2025-09-10 18:36:34.986765,2025-09-20 07:15:08.261669
353,"Ryan, Morris and Padilla",SME,HEALTH,175018.9449050213,Net 30,2024-04-25,ACTIVE,"5/411 Webster Walk
South Brian, ACT, 2109","Suite 730 97 Graham Avenue
Mallorymouth, SA, 2994",brownchristopher@example.com,(07) 6212 0254,Christopher Wise,2022-09-28 14:19:18.102805,2025-02-17 01:59:08.605204,2025-09-20 12:33:32.955865
354,"Duke, Shelton and Davis",Enterprise,HEALTH,374182.4726488952,Prepaid,2023-07-10,ACTIVE,"56 Barber Courtyard
New Jennifer, TAS, 2698","77 Sullivan Lees
East Carol, WA, 3565",johnsonkathy@example.net,+61-409-411-396,Hailey Richards,2023-09-24 12:41:40.910814,2025-07-11 00:43:09.511591,2025-09-20 09:10:49.223151
355,Riddle Ltd,Enterprise,RETAIL,156443.83044690554,Prepaid,2025-01-28,ACTIVE,"352/266 Crystal Strand
North Jorgetown, NSW, 2303","424/86 Gibson Rotary
North Virginia, NT, 2626",scott55@example.com,(07).5255.1765,Ashley Summers,2024-07-12 01:21:34.465783,2025-08-10 10:38:15.682421,2025-09-20 18:34:50.439554
356,Thomas LLC,SME,RETAIL,113040.3615907039,COD,2025-04-26,ACTIVE,"11/9 Bass Bypass
East Feliciamouth, QLD, 2614","Apt. 601 41 Zachary Outlook
Port Emily, QLD, 2699",pcohen@example.com,+61-3-6495-0926,Tammy Lopez,2024-05-16 13:29:12.325965,2025-03-20 22:46:05.599994,2025-09-20 05:18:01.002598
357,"Long, Thomas and Chen",Enterprise,MFG,108094.67316288478,Prepaid,2025-01-01,ACTIVE,"Flat 44 76 William Wade
Dixontown, SA, 2909","9 Taylor Interchange
Rodneyhaven, VIC, 2659",edwardwhite@example.net,08 5720 3143,Shelley Newman,2025-04-01 11:49:19.189536,2024-12-23 23:11:51.230430,2025-09-19 22:15:29.514933
358,Schultz Inc,Individual,RETAIL,50094.06593873683,COD,2023-11-05,ACTIVE,"82/9 Joy Track
Lake Richard, TAS, 2089","Flat 03 65 Adams Ride
New Jamesland, SA, 6262",lopezvirginia@example.net,6143 2885,Emma Rogers,2024-06-24 15:12:32.431735,2025-08-11 10:30:34.373988,2025-09-20 17:19:11.283791
359,"Mayer, Wood and Clements",Enterprise,HEALTH,183624.37418049836,COD,2024-12-19,ACTIVE,"Suite 330 2 Tyler Front
Lake Joshuafort, QLD, 0886","5 Deborah Avenue
East Edgarchester, VIC, 2926",piercemadeline@example.org,0499 470 990,Patrick Rosales,2024-07-05 15:48:59.248662,2025-03-05 10:54:16.167586,2025-09-20 15:19:31.972752
360,"Davis, Stanton and Reid",Enterprise,HEALTH,76573.01921527741,Net 15,2022-09-22,ACTIVE,"405 Javier Causeway
Bennettport, WA, 2937","Flat 49 910 Carla Mount
Kellyshire, TAS, 2935",zmyers@example.net,+61-2-8923-7104,Joel Chaney,2025-01-14 19:05:34.471336,2024-09-24 20:03:07.446683,2025-09-20 00:03:53.046661
361,"Sanders, Donaldson and Summers",Individual,MFG,79328.27913120469,Net 30,2025-04-08,ACTIVE,"9 Jon Turn
Garymouth, SA, 2932","017 Dickerson Concourse
Acostaburgh, ACT, 2942",cindy35@example.net,(02)-7113-6468,Connor Ferguson,2022-11-27 00:45:05.920487,2025-04-15 12:46:13.795514,2025-09-20 11:20:26.113083
